state_name,year,week,weighted_ili,unweighted_ili,age_0_4,age_25_49,age_25_64,age_5_24,age_50_64,age_65,ilitotal,num_of_providers,total_patients,week_start,week_yr,state
New York,2019,52,NA,5.17193,NA,NA,NA,NA,NA,NA,2939,135,56826,2019-12-22,2019-52,NY
North Carolina,2019,52,NA,4.78047,NA,NA,NA,NA,NA,NA,4869,161,101852,2019-12-22,2019-52,NC
North Dakota,2019,52,NA,8.46337,NA,NA,NA,NA,NA,NA,320,13,3781,2019-12-22,2019-52,ND
Ohio,2019,52,NA,2.55951,NA,NA,NA,NA,NA,NA,243,47,9494,2019-12-22,2019-52,OH
Oklahoma,2019,52,NA,8.59219,NA,NA,NA,NA,NA,NA,816,26,9497,2019-12-22,2019-52,OK
Oregon,2019,52,NA,5.85448,NA,NA,NA,NA,NA,NA,2558,98,43693,2019-12-22,2019-52,OR
Pennsylvania,2019,52,NA,3.80539,NA,NA,NA,NA,NA,NA,1763,125,46329,2019-12-22,2019-52,PA
Rhode Island,2019,52,NA,3.18196,NA,NA,NA,NA,NA,NA,103,23,3237,2019-12-22,2019-52,RI
South Carolina,2019,52,NA,11.8699,NA,NA,NA,NA,NA,NA,1281,24,10792,2019-12-22,2019-52,SC
South Dakota,2019,52,NA,2.76218,NA,NA,NA,NA,NA,NA,246,32,8906,2019-12-22,2019-52,SD
Tennessee,2019,52,NA,14.7676,NA,NA,NA,NA,NA,NA,6712,82,45451,2019-12-22,2019-52,TN
Texas,2019,52,NA,15.3841,NA,NA,NA,NA,NA,NA,2343,90,15230,2019-12-22,2019-52,TX
Utah,2019,52,NA,6.63813,NA,NA,NA,NA,NA,NA,1163,51,17520,2019-12-22,2019-52,UT
Vermont,2019,52,NA,2.67696,NA,NA,NA,NA,NA,NA,104,15,3885,2019-12-22,2019-52,VT
Virginia,2019,52,NA,8.0129,NA,NA,NA,NA,NA,NA,9140,163,114066,2019-12-22,2019-52,VA
Washington,2019,52,NA,8.62506,NA,NA,NA,NA,NA,NA,1907,47,22110,2019-12-22,2019-52,WA
West Virginia,2019,52,NA,4.87242,NA,NA,NA,NA,NA,NA,401,50,8230,2019-12-22,2019-52,WV
Wisconsin,2019,52,NA,3.8679,NA,NA,NA,NA,NA,NA,985,48,25466,2019-12-22,2019-52,WI
Wyoming,2019,52,NA,5.25247,NA,NA,NA,NA,NA,NA,181,22,3446,2019-12-22,2019-52,WY
Commonwealth of the Northern Mariana Islands,2019,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-22,2019-52,NA
Puerto Rico,2019,52,NA,9.87625,NA,NA,NA,NA,NA,NA,415,11,4202,2019-12-22,2019-52,PR
Virgin Islands,2019,52,NA,1.27841,NA,NA,NA,NA,NA,NA,9,2,704,2019-12-22,2019-52,VI
New York City,2019,52,NA,7.10479,NA,NA,NA,NA,NA,NA,6853,69,96456,2019-12-22,2019-52,NA
Alabama,2020,1,NA,7.25851,NA,NA,NA,NA,NA,NA,3573,98,49225,2019-12-29,2020-01,AL
Alaska,2020,1,NA,4.58358,NA,NA,NA,NA,NA,NA,235,17,5127,2019-12-29,2020-01,AK
Arizona,2020,1,NA,4.44424,NA,NA,NA,NA,NA,NA,483,30,10868,2019-12-29,2020-01,AZ
Arkansas,2020,1,NA,3.92031,NA,NA,NA,NA,NA,NA,122,16,3112,2019-12-29,2020-01,AR
California,2020,1,NA,4.88175,NA,NA,NA,NA,NA,NA,2217,125,45414,2019-12-29,2020-01,CA
Colorado,2020,1,NA,6.7374,NA,NA,NA,NA,NA,NA,2178,68,32327,2019-12-29,2020-01,CO
Connecticut,2020,1,NA,5.32353,NA,NA,NA,NA,NA,NA,2432,82,45684,2019-12-29,2020-01,CT
Delaware,2020,1,NA,2.56148,NA,NA,NA,NA,NA,NA,25,7,976,2019-12-29,2020-01,DE
District of Columbia,2020,1,NA,4.25474,NA,NA,NA,NA,NA,NA,469,5,11023,2019-12-29,2020-01,DC
Florida,2020,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-29,2020-01,FL
Georgia,2020,1,NA,9.40804,NA,NA,NA,NA,NA,NA,8250,98,87691,2019-12-29,2020-01,GA
Hawaii,2020,1,NA,4.01101,NA,NA,NA,NA,NA,NA,102,21,2543,2019-12-29,2020-01,HI
Idaho,2020,1,NA,1.93322,NA,NA,NA,NA,NA,NA,11,5,569,2019-12-29,2020-01,ID
Illinois,2020,1,NA,5.01625,NA,NA,NA,NA,NA,NA,4383,193,87376,2019-12-29,2020-01,IL
Indiana,2020,1,NA,3.27757,NA,NA,NA,NA,NA,NA,96,24,2929,2019-12-29,2020-01,IN
Iowa,2020,1,NA,3.26402,NA,NA,NA,NA,NA,NA,135,20,4136,2019-12-29,2020-01,IA
Kansas,2020,1,NA,6.92103,NA,NA,NA,NA,NA,NA,936,31,13524,2019-12-29,2020-01,KS
Kentucky,2020,1,NA,6.84017,NA,NA,NA,NA,NA,NA,820,40,11988,2019-12-29,2020-01,KY
Louisiana,2020,1,NA,7.94188,NA,NA,NA,NA,NA,NA,3919,91,49346,2019-12-29,2020-01,LA
Maine,2020,1,NA,3.41355,NA,NA,NA,NA,NA,NA,522,54,15292,2019-12-29,2020-01,ME
Maryland,2020,1,NA,6.36066,NA,NA,NA,NA,NA,NA,3456,72,54334,2019-12-29,2020-01,MD
Massachusetts,2020,1,NA,3.92322,NA,NA,NA,NA,NA,NA,2189,76,55796,2019-12-29,2020-01,MA
Michigan,2020,1,NA,2.24704,NA,NA,NA,NA,NA,NA,489,82,21762,2019-12-29,2020-01,MI
Minnesota,2020,1,NA,5.19024,NA,NA,NA,NA,NA,NA,251,19,4836,2019-12-29,2020-01,MN
Mississippi,2020,1,NA,6.40639,NA,NA,NA,NA,NA,NA,1147,46,17904,2019-12-29,2020-01,MS
Missouri,2020,1,NA,3.54691,NA,NA,NA,NA,NA,NA,31,13,874,2019-12-29,2020-01,MO
Montana,2020,1,NA,2.18523,NA,NA,NA,NA,NA,NA,214,41,9793,2019-12-29,2020-01,MT
Nebraska,2020,1,NA,8.20282,NA,NA,NA,NA,NA,NA,1058,66,12898,2019-12-29,2020-01,NE
Nevada,2020,1,NA,1.60867,NA,NA,NA,NA,NA,NA,282,36,17530,2019-12-29,2020-01,NV
New Hampshire,2020,1,NA,2.31924,NA,NA,NA,NA,NA,NA,34,12,1466,2019-12-29,2020-01,NH
New Jersey,2020,1,NA,7.2033,NA,NA,NA,NA,NA,NA,2477,44,34387,2019-12-29,2020-01,NJ
New Mexico,2020,1,NA,10.6392,NA,NA,NA,NA,NA,NA,2520,47,23686,2019-12-29,2020-01,NM
New York,2020,1,NA,5.16073,NA,NA,NA,NA,NA,NA,2986,131,57860,2019-12-29,2020-01,NY
North Carolina,2020,1,NA,4.63372,NA,NA,NA,NA,NA,NA,4894,162,105617,2019-12-29,2020-01,NC
North Dakota,2020,1,NA,6.72823,NA,NA,NA,NA,NA,NA,204,15,3032,2019-12-29,2020-01,ND
Ohio,2020,1,NA,2.22077,NA,NA,NA,NA,NA,NA,272,49,12248,2019-12-29,2020-01,OH
Oklahoma,2020,1,NA,7.32533,NA,NA,NA,NA,NA,NA,714,29,9747,2019-12-29,2020-01,OK
Oregon,2020,1,NA,4.91542,NA,NA,NA,NA,NA,NA,2255,98,45876,2019-12-29,2020-01,OR
Pennsylvania,2020,1,NA,4.39236,NA,NA,NA,NA,NA,NA,2144,124,48812,2019-12-29,2020-01,PA
Rhode Island,2020,1,NA,2.86885,NA,NA,NA,NA,NA,NA,112,23,3904,2019-12-29,2020-01,RI
South Carolina,2020,1,NA,9.99827,NA,NA,NA,NA,NA,NA,1154,24,11542,2019-12-29,2020-01,SC
South Dakota,2020,1,NA,2.7731,NA,NA,NA,NA,NA,NA,247,32,8907,2019-12-29,2020-01,SD
Tennessee,2020,1,NA,11.2183,NA,NA,NA,NA,NA,NA,4955,86,44169,2019-12-29,2020-01,TN
Texas,2020,1,NA,11.1836,NA,NA,NA,NA,NA,NA,2933,114,26226,2019-12-29,2020-01,TX
Utah,2020,1,NA,6.49013,NA,NA,NA,NA,NA,NA,1250,51,19260,2019-12-29,2020-01,UT
Vermont,2020,1,NA,2.29962,NA,NA,NA,NA,NA,NA,103,16,4479,2019-12-29,2020-01,VT
Virginia,2020,1,NA,7.22793,NA,NA,NA,NA,NA,NA,8709,163,120491,2019-12-29,2020-01,VA
Washington,2020,1,NA,7.13863,NA,NA,NA,NA,NA,NA,1449,55,20298,2019-12-29,2020-01,WA
West Virginia,2020,1,NA,4.07286,NA,NA,NA,NA,NA,NA,483,50,11859,2019-12-29,2020-01,WV
Wisconsin,2020,1,NA,3.53704,NA,NA,NA,NA,NA,NA,955,46,27000,2019-12-29,2020-01,WI
Wyoming,2020,1,NA,3.64212,NA,NA,NA,NA,NA,NA,138,20,3789,2019-12-29,2020-01,WY
Commonwealth of the Northern Mariana Islands,2020,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-29,2020-01,NA
Puerto Rico,2020,1,NA,10.8088,NA,NA,NA,NA,NA,NA,429,9,3969,2019-12-29,2020-01,PR
Virgin Islands,2020,1,NA,2.31293,NA,NA,NA,NA,NA,NA,17,2,735,2019-12-29,2020-01,VI
New York City,2020,1,NA,7.0989,NA,NA,NA,NA,NA,NA,7106,72,100100,2019-12-29,2020-01,NA
Alabama,2020,2,NA,5.37005,NA,NA,NA,NA,NA,NA,2504,98,46629,2020-01-05,2020-02,AL
Alaska,2020,2,NA,4.52712,NA,NA,NA,NA,NA,NA,202,17,4462,2020-01-05,2020-02,AK
Arizona,2020,2,NA,3.157,NA,NA,NA,NA,NA,NA,481,29,15236,2020-01-05,2020-02,AZ
Arkansas,2020,2,NA,4.30997,NA,NA,NA,NA,NA,NA,198,16,4594,2020-01-05,2020-02,AR
California,2020,2,NA,4.17135,NA,NA,NA,NA,NA,NA,2599,125,62306,2020-01-05,2020-02,CA
Colorado,2020,2,NA,6.48972,NA,NA,NA,NA,NA,NA,2472,68,38091,2020-01-05,2020-02,CO
Connecticut,2020,2,NA,5.28879,NA,NA,NA,NA,NA,NA,2378,87,44963,2020-01-05,2020-02,CT
Delaware,2020,2,NA,1.9424,NA,NA,NA,NA,NA,NA,29,7,1493,2020-01-05,2020-02,DE
District of Columbia,2020,2,NA,2.9592,NA,NA,NA,NA,NA,NA,425,5,14362,2020-01-05,2020-02,DC
Florida,2020,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-05,2020-02,FL
Georgia,2020,2,NA,6.95864,NA,NA,NA,NA,NA,NA,5944,98,85419,2020-01-05,2020-02,GA
Hawaii,2020,2,NA,3.07329,NA,NA,NA,NA,NA,NA,104,22,3384,2020-01-05,2020-02,HI
Idaho,2020,2,NA,1.56937,NA,NA,NA,NA,NA,NA,25,8,1593,2020-01-05,2020-02,ID
Illinois,2020,2,NA,4.33634,NA,NA,NA,NA,NA,NA,3709,190,85533,2020-01-05,2020-02,IL
Indiana,2020,2,NA,3.02037,NA,NA,NA,NA,NA,NA,129,26,4271,2020-01-05,2020-02,IN
Iowa,2020,2,NA,2.61134,NA,NA,NA,NA,NA,NA,146,19,5591,2020-01-05,2020-02,IA
Kansas,2020,2,NA,6.12304,NA,NA,NA,NA,NA,NA,847,32,13833,2020-01-05,2020-02,KS
Kentucky,2020,2,NA,5.28158,NA,NA,NA,NA,NA,NA,694,38,13140,2020-01-05,2020-02,KY
Louisiana,2020,2,NA,6.57097,NA,NA,NA,NA,NA,NA,3369,99,51271,2020-01-05,2020-02,LA
Maine,2020,2,NA,2.80625,NA,NA,NA,NA,NA,NA,438,54,15608,2020-01-05,2020-02,ME
Maryland,2020,2,NA,5.3596,NA,NA,NA,NA,NA,NA,2887,74,53866,2020-01-05,2020-02,MD
Massachusetts,2020,2,NA,3.3674,NA,NA,NA,NA,NA,NA,2142,76,63610,2020-01-05,2020-02,MA
Michigan,2020,2,NA,2.26619,NA,NA,NA,NA,NA,NA,638,85,28153,2020-01-05,2020-02,MI
Minnesota,2020,2,NA,3.19109,NA,NA,NA,NA,NA,NA,169,19,5296,2020-01-05,2020-02,MN
Mississippi,2020,2,NA,4.85695,NA,NA,NA,NA,NA,NA,803,45,16533,2020-01-05,2020-02,MS
Missouri,2020,2,NA,1.93029,NA,NA,NA,NA,NA,NA,36,13,1865,2020-01-05,2020-02,MO
Montana,2020,2,NA,2.05238,NA,NA,NA,NA,NA,NA,210,42,10232,2020-01-05,2020-02,MT
Nebraska,2020,2,NA,6.49802,NA,NA,NA,NA,NA,NA,822,65,12650,2020-01-05,2020-02,NE
Nevada,2020,2,NA,1.5153,NA,NA,NA,NA,NA,NA,300,36,19798,2020-01-05,2020-02,NV
New Hampshire,2020,2,NA,2.59542,NA,NA,NA,NA,NA,NA,51,13,1965,2020-01-05,2020-02,NH
New Jersey,2020,2,NA,6.7544,NA,NA,NA,NA,NA,NA,2361,45,34955,2020-01-05,2020-02,NJ
New Mexico,2020,2,NA,9.08588,NA,NA,NA,NA,NA,NA,2463,50,27108,2020-01-05,2020-02,NM
New York,2020,2,NA,3.84623,NA,NA,NA,NA,NA,NA,1916,132,49815,2020-01-05,2020-02,NY
North Carolina,2020,2,NA,3.75719,NA,NA,NA,NA,NA,NA,4082,165,108645,2020-01-05,2020-02,NC
North Dakota,2020,2,NA,5.01873,NA,NA,NA,NA,NA,NA,201,15,4005,2020-01-05,2020-02,ND
Ohio,2020,2,NA,1.66012,NA,NA,NA,NA,NA,NA,279,48,16806,2020-01-05,2020-02,OH
Oklahoma,2020,2,NA,5.9568,NA,NA,NA,NA,NA,NA,513,27,8612,2020-01-05,2020-02,OK
Oregon,2020,2,NA,3.67193,NA,NA,NA,NA,NA,NA,1678,99,45698,2020-01-05,2020-02,OR
Pennsylvania,2020,2,NA,3.36696,NA,NA,NA,NA,NA,NA,1702,124,50550,2020-01-05,2020-02,PA
Rhode Island,2020,2,NA,3.99023,NA,NA,NA,NA,NA,NA,196,23,4912,2020-01-05,2020-02,RI
South Carolina,2020,2,NA,7.40056,NA,NA,NA,NA,NA,NA,800,25,10810,2020-01-05,2020-02,SC
South Dakota,2020,2,NA,2.67944,NA,NA,NA,NA,NA,NA,274,32,10226,2020-01-05,2020-02,SD
Tennessee,2020,2,NA,8.42865,NA,NA,NA,NA,NA,NA,3677,86,43625,2020-01-05,2020-02,TN
Texas,2020,2,NA,10.007,NA,NA,NA,NA,NA,NA,3008,116,30059,2020-01-05,2020-02,TX
Utah,2020,2,NA,5.03265,NA,NA,NA,NA,NA,NA,971,51,19294,2020-01-05,2020-02,UT
Vermont,2020,2,NA,2.14477,NA,NA,NA,NA,NA,NA,104,17,4849,2020-01-05,2020-02,VT
Virginia,2020,2,NA,5.9034,NA,NA,NA,NA,NA,NA,6469,162,109581,2020-01-05,2020-02,VA
Washington,2020,2,NA,4.88015,NA,NA,NA,NA,NA,NA,1075,55,22028,2020-01-05,2020-02,WA
West Virginia,2020,2,NA,3.33275,NA,NA,NA,NA,NA,NA,575,52,17253,2020-01-05,2020-02,WV
Wisconsin,2020,2,NA,3.2603,NA,NA,NA,NA,NA,NA,869,47,26654,2020-01-05,2020-02,WI
Wyoming,2020,2,NA,3.87674,NA,NA,NA,NA,NA,NA,195,20,5030,2020-01-05,2020-02,WY
Commonwealth of the Northern Mariana Islands,2020,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-05,2020-02,NA
Puerto Rico,2020,2,NA,12.7263,NA,NA,NA,NA,NA,NA,478,10,3756,2020-01-05,2020-02,PR
Virgin Islands,2020,2,NA,4.73047,NA,NA,NA,NA,NA,NA,43,3,909,2020-01-05,2020-02,VI
New York City,2020,2,NA,6.31046,NA,NA,NA,NA,NA,NA,6530,70,103479,2020-01-05,2020-02,NA
Alabama,2020,3,NA,5.63976,NA,NA,NA,NA,NA,NA,2668,97,47307,2020-01-12,2020-03,AL
Alaska,2020,3,NA,4.42423,NA,NA,NA,NA,NA,NA,214,18,4837,2020-01-12,2020-03,AK
Arizona,2020,3,NA,4.37881,NA,NA,NA,NA,NA,NA,639,28,14593,2020-01-12,2020-03,AZ
Arkansas,2020,3,NA,6.4995,NA,NA,NA,NA,NA,NA,324,15,4985,2020-01-12,2020-03,AR
California,2020,3,NA,4.32227,NA,NA,NA,NA,NA,NA,2736,122,63300,2020-01-12,2020-03,CA
Colorado,2020,3,NA,6.30527,NA,NA,NA,NA,NA,NA,2403,68,38111,2020-01-12,2020-03,CO
Connecticut,2020,3,NA,5.87425,NA,NA,NA,NA,NA,NA,2558,83,43546,2020-01-12,2020-03,CT
Delaware,2020,3,NA,2.30216,NA,NA,NA,NA,NA,NA,32,7,1390,2020-01-12,2020-03,DE
District of Columbia,2020,3,NA,2.89747,NA,NA,NA,NA,NA,NA,427,5,14737,2020-01-12,2020-03,DC
Florida,2020,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-12,2020-03,FL
Georgia,2020,3,NA,6.76103,NA,NA,NA,NA,NA,NA,5426,98,80254,2020-01-12,2020-03,GA
Hawaii,2020,3,NA,4.03638,NA,NA,NA,NA,NA,NA,142,22,3518,2020-01-12,2020-03,HI
Idaho,2020,3,NA,1.45833,NA,NA,NA,NA,NA,NA,28,8,1920,2020-01-12,2020-03,ID
Illinois,2020,3,NA,4.53852,NA,NA,NA,NA,NA,NA,3837,193,84543,2020-01-12,2020-03,IL
Indiana,2020,3,NA,3.05977,NA,NA,NA,NA,NA,NA,129,23,4216,2020-01-12,2020-03,IN
Iowa,2020,3,NA,2.59031,NA,NA,NA,NA,NA,NA,147,19,5675,2020-01-12,2020-03,IA
Kansas,2020,3,NA,6.4066,NA,NA,NA,NA,NA,NA,854,32,13330,2020-01-12,2020-03,KS
Kentucky,2020,3,NA,7.47497,NA,NA,NA,NA,NA,NA,1008,45,13485,2020-01-12,2020-03,KY
Louisiana,2020,3,NA,6.69407,NA,NA,NA,NA,NA,NA,3534,99,52793,2020-01-12,2020-03,LA
Maine,2020,3,NA,4.04504,NA,NA,NA,NA,NA,NA,582,54,14388,2020-01-12,2020-03,ME
Maryland,2020,3,NA,5.82274,NA,NA,NA,NA,NA,NA,3143,74,53978,2020-01-12,2020-03,MD
Massachusetts,2020,3,NA,4.15404,NA,NA,NA,NA,NA,NA,2590,77,62349,2020-01-12,2020-03,MA
Michigan,2020,3,NA,2.17673,NA,NA,NA,NA,NA,NA,622,84,28575,2020-01-12,2020-03,MI
Minnesota,2020,3,NA,3.20979,NA,NA,NA,NA,NA,NA,194,19,6044,2020-01-12,2020-03,MN
Mississippi,2020,3,NA,5.25797,NA,NA,NA,NA,NA,NA,800,41,15215,2020-01-12,2020-03,MS
Missouri,2020,3,NA,5.89431,NA,NA,NA,NA,NA,NA,145,13,2460,2020-01-12,2020-03,MO
Montana,2020,3,NA,2.11912,NA,NA,NA,NA,NA,NA,243,43,11467,2020-01-12,2020-03,MT
Nebraska,2020,3,NA,5.81837,NA,NA,NA,NA,NA,NA,690,65,11859,2020-01-12,2020-03,NE
Nevada,2020,3,NA,1.2459,NA,NA,NA,NA,NA,NA,247,37,19825,2020-01-12,2020-03,NV
New Hampshire,2020,3,NA,2.72975,NA,NA,NA,NA,NA,NA,60,14,2198,2020-01-12,2020-03,NH
New Jersey,2020,3,NA,7.16405,NA,NA,NA,NA,NA,NA,2463,46,34380,2020-01-12,2020-03,NJ
New Mexico,2020,3,NA,9.46124,NA,NA,NA,NA,NA,NA,2513,51,26561,2020-01-12,2020-03,NM
New York,2020,3,NA,4.9893,NA,NA,NA,NA,NA,NA,2821,134,56541,2020-01-12,2020-03,NY
North Carolina,2020,3,NA,4.01566,NA,NA,NA,NA,NA,NA,4492,163,111862,2020-01-12,2020-03,NC
North Dakota,2020,3,NA,4.13445,NA,NA,NA,NA,NA,NA,123,10,2975,2020-01-12,2020-03,ND
Ohio,2020,3,NA,2.07656,NA,NA,NA,NA,NA,NA,364,49,17529,2020-01-12,2020-03,OH
Oklahoma,2020,3,NA,8.62723,NA,NA,NA,NA,NA,NA,773,26,8960,2020-01-12,2020-03,OK
Oregon,2020,3,NA,3.17797,NA,NA,NA,NA,NA,NA,1378,98,43361,2020-01-12,2020-03,OR
Pennsylvania,2020,3,NA,3.64624,NA,NA,NA,NA,NA,NA,1852,124,50792,2020-01-12,2020-03,PA
Rhode Island,2020,3,NA,5.90413,NA,NA,NA,NA,NA,NA,287,23,4861,2020-01-12,2020-03,RI
South Carolina,2020,3,NA,6.73018,NA,NA,NA,NA,NA,NA,876,25,13016,2020-01-12,2020-03,SC
South Dakota,2020,3,NA,3.15686,NA,NA,NA,NA,NA,NA,288,32,9123,2020-01-12,2020-03,SD
Tennessee,2020,3,NA,8.59278,NA,NA,NA,NA,NA,NA,3679,87,42815,2020-01-12,2020-03,TN
Texas,2020,3,NA,10.6001,NA,NA,NA,NA,NA,NA,3100,114,29245,2020-01-12,2020-03,TX
Utah,2020,3,NA,6.66171,NA,NA,NA,NA,NA,NA,1344,51,20175,2020-01-12,2020-03,UT
Vermont,2020,3,NA,2.73859,NA,NA,NA,NA,NA,NA,132,17,4820,2020-01-12,2020-03,VT
Virginia,2020,3,NA,5.74505,NA,NA,NA,NA,NA,NA,6131,163,106718,2020-01-12,2020-03,VA
Washington,2020,3,NA,4.21964,NA,NA,NA,NA,NA,NA,853,54,20215,2020-01-12,2020-03,WA
West Virginia,2020,3,NA,3.97921,NA,NA,NA,NA,NA,NA,712,53,17893,2020-01-12,2020-03,WV
Wisconsin,2020,3,NA,3.35337,NA,NA,NA,NA,NA,NA,859,46,25616,2020-01-12,2020-03,WI
Wyoming,2020,3,NA,4.75312,NA,NA,NA,NA,NA,NA,232,19,4881,2020-01-12,2020-03,WY
Commonwealth of the Northern Mariana Islands,2020,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-12,2020-03,NA
Puerto Rico,2020,3,NA,12.0159,NA,NA,NA,NA,NA,NA,422,9,3512,2020-01-12,2020-03,PR
Virgin Islands,2020,3,NA,5.63758,NA,NA,NA,NA,NA,NA,42,2,745,2020-01-12,2020-03,VI
New York City,2020,3,NA,6.92656,NA,NA,NA,NA,NA,NA,7155,72,103298,2020-01-12,2020-03,NA
Alabama,2020,4,NA,6.58426,NA,NA,NA,NA,NA,NA,3148,98,47811,2020-01-19,2020-04,AL
Alaska,2020,4,NA,4.99799,NA,NA,NA,NA,NA,NA,249,18,4982,2020-01-19,2020-04,AK
Arizona,2020,4,NA,5.29584,NA,NA,NA,NA,NA,NA,776,29,14653,2020-01-19,2020-04,AZ
Arkansas,2020,4,NA,5.87393,NA,NA,NA,NA,NA,NA,287,15,4886,2020-01-19,2020-04,AR
California,2020,4,NA,4.82199,NA,NA,NA,NA,NA,NA,3084,125,63957,2020-01-19,2020-04,CA
Colorado,2020,4,NA,7.43418,NA,NA,NA,NA,NA,NA,2869,68,38592,2020-01-19,2020-04,CO
Connecticut,2020,4,NA,7.33114,NA,NA,NA,NA,NA,NA,3368,83,45941,2020-01-19,2020-04,CT
Delaware,2020,4,NA,1.72884,NA,NA,NA,NA,NA,NA,19,7,1099,2020-01-19,2020-04,DE
District of Columbia,2020,4,NA,3.46875,NA,NA,NA,NA,NA,NA,444,5,12800,2020-01-19,2020-04,DC
Florida,2020,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-19,2020-04,FL
Georgia,2020,4,NA,6.60155,NA,NA,NA,NA,NA,NA,5258,97,79648,2020-01-19,2020-04,GA
Hawaii,2020,4,NA,4.22997,NA,NA,NA,NA,NA,NA,142,23,3357,2020-01-19,2020-04,HI
Idaho,2020,4,NA,1.81962,NA,NA,NA,NA,NA,NA,23,6,1264,2020-01-19,2020-04,ID
Illinois,2020,4,NA,5.53562,NA,NA,NA,NA,NA,NA,4875,194,88066,2020-01-19,2020-04,IL
Indiana,2020,4,NA,5.03688,NA,NA,NA,NA,NA,NA,239,25,4745,2020-01-19,2020-04,IN
Iowa,2020,4,NA,2.50176,NA,NA,NA,NA,NA,NA,142,18,5676,2020-01-19,2020-04,IA
Kansas,2020,4,NA,6.25549,NA,NA,NA,NA,NA,NA,855,32,13668,2020-01-19,2020-04,KS
Kentucky,2020,4,NA,7.7889,NA,NA,NA,NA,NA,NA,980,44,12582,2020-01-19,2020-04,KY
Louisiana,2020,4,NA,7.65147,NA,NA,NA,NA,NA,NA,3920,100,51232,2020-01-19,2020-04,LA
Maine,2020,4,NA,4.31985,NA,NA,NA,NA,NA,NA,658,54,15232,2020-01-19,2020-04,ME
Maryland,2020,4,NA,6.64745,NA,NA,NA,NA,NA,NA,3459,72,52035,2020-01-19,2020-04,MD
Massachusetts,2020,4,NA,5.0205,NA,NA,NA,NA,NA,NA,3062,75,60990,2020-01-19,2020-04,MA
Michigan,2020,4,NA,3.26011,NA,NA,NA,NA,NA,NA,883,84,27085,2020-01-19,2020-04,MI
Minnesota,2020,4,NA,4.28208,NA,NA,NA,NA,NA,NA,269,19,6282,2020-01-19,2020-04,MN
Mississippi,2020,4,NA,5.78856,NA,NA,NA,NA,NA,NA,1031,44,17811,2020-01-19,2020-04,MS
Missouri,2020,4,NA,8.07736,NA,NA,NA,NA,NA,NA,213,13,2637,2020-01-19,2020-04,MO
Montana,2020,4,NA,3.1558,NA,NA,NA,NA,NA,NA,349,42,11059,2020-01-19,2020-04,MT
Nebraska,2020,4,NA,5.32457,NA,NA,NA,NA,NA,NA,648,66,12170,2020-01-19,2020-04,NE
Nevada,2020,4,NA,1.82631,NA,NA,NA,NA,NA,NA,339,35,18562,2020-01-19,2020-04,NV
New Hampshire,2020,4,NA,3.07624,NA,NA,NA,NA,NA,NA,69,13,2243,2020-01-19,2020-04,NH
New Jersey,2020,4,NA,7.74843,NA,NA,NA,NA,NA,NA,2655,45,34265,2020-01-19,2020-04,NJ
New Mexico,2020,4,NA,8.86915,NA,NA,NA,NA,NA,NA,2367,51,26688,2020-01-19,2020-04,NM
New York,2020,4,NA,6.27057,NA,NA,NA,NA,NA,NA,3753,134,59851,2020-01-19,2020-04,NY
North Carolina,2020,4,NA,4.38388,NA,NA,NA,NA,NA,NA,4679,167,106732,2020-01-19,2020-04,NC
North Dakota,2020,4,NA,4.94641,NA,NA,NA,NA,NA,NA,180,10,3639,2020-01-19,2020-04,ND
Ohio,2020,4,NA,3.20412,NA,NA,NA,NA,NA,NA,529,50,16510,2020-01-19,2020-04,OH
Oklahoma,2020,4,NA,8.96134,NA,NA,NA,NA,NA,NA,918,29,10244,2020-01-19,2020-04,OK
Oregon,2020,4,NA,3.37555,NA,NA,NA,NA,NA,NA,1506,99,44615,2020-01-19,2020-04,OR
Pennsylvania,2020,4,NA,4.09744,NA,NA,NA,NA,NA,NA,2084,122,50861,2020-01-19,2020-04,PA
Rhode Island,2020,4,NA,5.61858,NA,NA,NA,NA,NA,NA,312,23,5553,2020-01-19,2020-04,RI
South Carolina,2020,4,NA,7.4369,NA,NA,NA,NA,NA,NA,934,25,12559,2020-01-19,2020-04,SC
South Dakota,2020,4,NA,3.63602,NA,NA,NA,NA,NA,NA,382,32,10506,2020-01-19,2020-04,SD
Tennessee,2020,4,NA,8.58165,NA,NA,NA,NA,NA,NA,3669,90,42754,2020-01-19,2020-04,TN
Texas,2020,4,NA,10.7496,NA,NA,NA,NA,NA,NA,3429,113,31899,2020-01-19,2020-04,TX
Utah,2020,4,NA,7.36565,NA,NA,NA,NA,NA,NA,1509,51,20487,2020-01-19,2020-04,UT
Vermont,2020,4,NA,3.34334,NA,NA,NA,NA,NA,NA,167,17,4995,2020-01-19,2020-04,VT
Virginia,2020,4,NA,6.59653,NA,NA,NA,NA,NA,NA,7004,163,106177,2020-01-19,2020-04,VA
