state_name,year,week,weighted_ili,unweighted_ili,age_0_4,age_25_49,age_25_64,age_5_24,age_50_64,age_65,ilitotal,num_of_providers,total_patients,week_start,week_yr,state
Connecticut,2020,9,NA,6.45453,NA,NA,NA,NA,NA,NA,2716,79,42079,2020-02-23,2020-09,CT
Delaware,2020,9,NA,3.51482,NA,NA,NA,NA,NA,NA,51,7,1451,2020-02-23,2020-09,DE
District of Columbia,2020,9,NA,2.52398,NA,NA,NA,NA,NA,NA,350,4,13867,2020-02-23,2020-09,DC
Florida,2020,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-23,2020-09,FL
Georgia,2020,9,NA,4.55541,NA,NA,NA,NA,NA,NA,3659,100,80322,2020-02-23,2020-09,GA
Hawaii,2020,9,NA,4.74812,NA,NA,NA,NA,NA,NA,164,21,3454,2020-02-23,2020-09,HI
Idaho,2020,9,NA,2.29208,NA,NA,NA,NA,NA,NA,35,7,1527,2020-02-23,2020-09,ID
Illinois,2020,9,NA,5.57389,NA,NA,NA,NA,NA,NA,4931,190,88466,2020-02-23,2020-09,IL
Indiana,2020,9,NA,5.54277,NA,NA,NA,NA,NA,NA,289,25,5214,2020-02-23,2020-09,IN
Iowa,2020,9,NA,3.96383,NA,NA,NA,NA,NA,NA,206,18,5197,2020-02-23,2020-09,IA
Kansas,2020,9,NA,6.25092,NA,NA,NA,NA,NA,NA,846,32,13534,2020-02-23,2020-09,KS
Kentucky,2020,9,NA,7.95747,NA,NA,NA,NA,NA,NA,988,38,12416,2020-02-23,2020-09,KY
Louisiana,2020,9,NA,9.76872,NA,NA,NA,NA,NA,NA,4663,99,47734,2020-02-23,2020-09,LA
Maine,2020,9,NA,4.81166,NA,NA,NA,NA,NA,NA,746,52,15504,2020-02-23,2020-09,ME
Maryland,2020,9,NA,5.26985,NA,NA,NA,NA,NA,NA,2776,73,52677,2020-02-23,2020-09,MD
Massachusetts,2020,9,NA,3.64674,NA,NA,NA,NA,NA,NA,2262,76,62028,2020-02-23,2020-09,MA
Michigan,2020,9,NA,2.72287,NA,NA,NA,NA,NA,NA,624,78,22917,2020-02-23,2020-09,MI
Minnesota,2020,9,NA,5.41544,NA,NA,NA,NA,NA,NA,350,18,6463,2020-02-23,2020-09,MN
Mississippi,2020,9,NA,5.98432,NA,NA,NA,NA,NA,NA,939,42,15691,2020-02-23,2020-09,MS
Missouri,2020,9,NA,8.97658,NA,NA,NA,NA,NA,NA,207,12,2306,2020-02-23,2020-09,MO
Montana,2020,9,NA,3.73482,NA,NA,NA,NA,NA,NA,449,42,12022,2020-02-23,2020-09,MT
Nebraska,2020,9,NA,4.88163,NA,NA,NA,NA,NA,NA,598,65,12250,2020-02-23,2020-09,NE
Nevada,2020,9,NA,1.81818,NA,NA,NA,NA,NA,NA,348,35,19140,2020-02-23,2020-09,NV
New Hampshire,2020,9,NA,4.34783,NA,NA,NA,NA,NA,NA,77,12,1771,2020-02-23,2020-09,NH
New Jersey,2020,9,NA,5.20634,NA,NA,NA,NA,NA,NA,1741,46,33440,2020-02-23,2020-09,NJ
New Mexico,2020,9,NA,4.99864,NA,NA,NA,NA,NA,NA,1099,43,21986,2020-02-23,2020-09,NM
New York,2020,9,NA,3.77466,NA,NA,NA,NA,NA,NA,1913,128,50680,2020-02-23,2020-09,NY
North Carolina,2020,9,NA,4.0863,NA,NA,NA,NA,NA,NA,4417,160,108093,2020-02-23,2020-09,NC
North Dakota,2020,9,NA,5.5198,NA,NA,NA,NA,NA,NA,223,14,4040,2020-02-23,2020-09,ND
Ohio,2020,9,NA,3.65405,NA,NA,NA,NA,NA,NA,556,45,15216,2020-02-23,2020-09,OH
Oklahoma,2020,9,NA,7.77514,NA,NA,NA,NA,NA,NA,787,29,10122,2020-02-23,2020-09,OK
Oregon,2020,9,NA,3.6011,NA,NA,NA,NA,NA,NA,1660,99,46097,2020-02-23,2020-09,OR
Pennsylvania,2020,9,NA,4.01434,NA,NA,NA,NA,NA,NA,2139,126,53284,2020-02-23,2020-09,PA
Rhode Island,2020,9,NA,5.37652,NA,NA,NA,NA,NA,NA,327,23,6082,2020-02-23,2020-09,RI
South Carolina,2020,9,NA,7.62064,NA,NA,NA,NA,NA,NA,957,25,12558,2020-02-23,2020-09,SC
South Dakota,2020,9,NA,3.36495,NA,NA,NA,NA,NA,NA,337,32,10015,2020-02-23,2020-09,SD
Tennessee,2020,9,NA,5.53518,NA,NA,NA,NA,NA,NA,1690,88,30532,2020-02-23,2020-09,TN
Texas,2020,9,NA,7.76631,NA,NA,NA,NA,NA,NA,2454,111,31598,2020-02-23,2020-09,TX
Utah,2020,9,NA,5.22939,NA,NA,NA,NA,NA,NA,1084,51,20729,2020-02-23,2020-09,UT
Vermont,2020,9,NA,3.85285,NA,NA,NA,NA,NA,NA,177,16,4594,2020-02-23,2020-09,VT
Virginia,2020,9,NA,7.13631,NA,NA,NA,NA,NA,NA,7947,161,111360,2020-02-23,2020-09,VA
Washington,2020,9,NA,4.46081,NA,NA,NA,NA,NA,NA,939,53,21050,2020-02-23,2020-09,WA
West Virginia,2020,9,NA,5.50628,NA,NA,NA,NA,NA,NA,863,49,15673,2020-02-23,2020-09,WV
Wisconsin,2020,9,NA,4.73853,NA,NA,NA,NA,NA,NA,1303,44,27498,2020-02-23,2020-09,WI
Wyoming,2020,9,NA,3.76935,NA,NA,NA,NA,NA,NA,168,17,4457,2020-02-23,2020-09,WY
Commonwealth of the Northern Mariana Islands,2020,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-23,2020-09,NA
Puerto Rico,2020,9,NA,12.0817,NA,NA,NA,NA,NA,NA,491,9,4064,2020-02-23,2020-09,PR
Virgin Islands,2020,9,NA,2.65604,NA,NA,NA,NA,NA,NA,20,3,753,2020-02-23,2020-09,VI
New York City,2020,9,NA,3.81761,NA,NA,NA,NA,NA,NA,3591,67,94064,2020-02-23,2020-09,NA
Alabama,2020,10,NA,6.32549,NA,NA,NA,NA,NA,NA,3090,97,48850,2020-03-01,2020-10,AL
Alaska,2020,10,NA,3.70284,NA,NA,NA,NA,NA,NA,159,16,4294,2020-03-01,2020-10,AK
Arizona,2020,10,NA,2.31816,NA,NA,NA,NA,NA,NA,334,27,14408,2020-03-01,2020-10,AZ
Arkansas,2020,10,NA,4.76314,NA,NA,NA,NA,NA,NA,183,13,3842,2020-03-01,2020-10,AR
California,2020,10,NA,4.08512,NA,NA,NA,NA,NA,NA,2388,105,58456,2020-03-01,2020-10,CA
Colorado,2020,10,NA,5.82979,NA,NA,NA,NA,NA,NA,2238,68,38389,2020-03-01,2020-10,CO
Connecticut,2020,10,NA,6.24374,NA,NA,NA,NA,NA,NA,2618,87,41930,2020-03-01,2020-10,CT
Delaware,2020,10,NA,2.46723,NA,NA,NA,NA,NA,NA,32,7,1297,2020-03-01,2020-10,DE
District of Columbia,2020,10,NA,2.74144,NA,NA,NA,NA,NA,NA,373,4,13606,2020-03-01,2020-10,DC
Florida,2020,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-01,2020-10,FL
Georgia,2020,10,NA,5.43843,NA,NA,NA,NA,NA,NA,4437,100,81586,2020-03-01,2020-10,GA
Hawaii,2020,10,NA,5.32876,NA,NA,NA,NA,NA,NA,171,21,3209,2020-03-01,2020-10,HI
Idaho,2020,10,NA,2.92793,NA,NA,NA,NA,NA,NA,52,8,1776,2020-03-01,2020-10,ID
Illinois,2020,10,NA,5.52669,NA,NA,NA,NA,NA,NA,4968,190,89891,2020-03-01,2020-10,IL
Indiana,2020,10,NA,5.37084,NA,NA,NA,NA,NA,NA,273,25,5083,2020-03-01,2020-10,IN
Iowa,2020,10,NA,3.81463,NA,NA,NA,NA,NA,NA,242,19,6344,2020-03-01,2020-10,IA
Kansas,2020,10,NA,5.9681,NA,NA,NA,NA,NA,NA,827,31,13857,2020-03-01,2020-10,KS
Kentucky,2020,10,NA,8.09655,NA,NA,NA,NA,NA,NA,1003,39,12388,2020-03-01,2020-10,KY
Louisiana,2020,10,NA,9.63135,NA,NA,NA,NA,NA,NA,4687,97,48664,2020-03-01,2020-10,LA
Maine,2020,10,NA,4.69661,NA,NA,NA,NA,NA,NA,733,51,15607,2020-03-01,2020-10,ME
Maryland,2020,10,NA,5.27158,NA,NA,NA,NA,NA,NA,2800,73,53115,2020-03-01,2020-10,MD
Massachusetts,2020,10,NA,3.56413,NA,NA,NA,NA,NA,NA,2092,73,58696,2020-03-01,2020-10,MA
Michigan,2020,10,NA,2.92388,NA,NA,NA,NA,NA,NA,736,80,25172,2020-03-01,2020-10,MI
Minnesota,2020,10,NA,5.02245,NA,NA,NA,NA,NA,NA,302,17,6013,2020-03-01,2020-10,MN
Mississippi,2020,10,NA,5.20374,NA,NA,NA,NA,NA,NA,908,43,17449,2020-03-01,2020-10,MS
Missouri,2020,10,NA,9.83182,NA,NA,NA,NA,NA,NA,228,12,2319,2020-03-01,2020-10,MO
Montana,2020,10,NA,4.51121,NA,NA,NA,NA,NA,NA,479,38,10618,2020-03-01,2020-10,MT
Nebraska,2020,10,NA,4.74006,NA,NA,NA,NA,NA,NA,589,64,12426,2020-03-01,2020-10,NE
Nevada,2020,10,NA,1.64441,NA,NA,NA,NA,NA,NA,314,32,19095,2020-03-01,2020-10,NV
New Hampshire,2020,10,NA,2.74041,NA,NA,NA,NA,NA,NA,55,12,2007,2020-03-01,2020-10,NH
New Jersey,2020,10,NA,6.41756,NA,NA,NA,NA,NA,NA,2140,46,33346,2020-03-01,2020-10,NJ
New Mexico,2020,10,NA,4.8334,NA,NA,NA,NA,NA,NA,1262,48,26110,2020-03-01,2020-10,NM
New York,2020,10,NA,3.70713,NA,NA,NA,NA,NA,NA,1802,129,48609,2020-03-01,2020-10,NY
North Carolina,2020,10,NA,4.286,NA,NA,NA,NA,NA,NA,4675,162,109076,2020-03-01,2020-10,NC
North Dakota,2020,10,NA,4.33202,NA,NA,NA,NA,NA,NA,143,9,3301,2020-03-01,2020-10,ND
Ohio,2020,10,NA,3.01394,NA,NA,NA,NA,NA,NA,508,47,16855,2020-03-01,2020-10,OH
Oklahoma,2020,10,NA,7.67499,NA,NA,NA,NA,NA,NA,784,29,10215,2020-03-01,2020-10,OK
Oregon,2020,10,NA,4.77837,NA,NA,NA,NA,NA,NA,2211,99,46271,2020-03-01,2020-10,OR
Pennsylvania,2020,10,NA,3.9543,NA,NA,NA,NA,NA,NA,2658,123,67218,2020-03-01,2020-10,PA
Rhode Island,2020,10,NA,4.38163,NA,NA,NA,NA,NA,NA,248,22,5660,2020-03-01,2020-10,RI
South Carolina,2020,10,NA,8.03548,NA,NA,NA,NA,NA,NA,933,23,11611,2020-03-01,2020-10,SC
South Dakota,2020,10,NA,3.40055,NA,NA,NA,NA,NA,NA,344,30,10116,2020-03-01,2020-10,SD
Tennessee,2020,10,NA,5.91921,NA,NA,NA,NA,NA,NA,2437,84,41171,2020-03-01,2020-10,TN
Texas,2020,10,NA,8.06613,NA,NA,NA,NA,NA,NA,2415,106,29940,2020-03-01,2020-10,TX
Utah,2020,10,NA,5.69686,NA,NA,NA,NA,NA,NA,1205,51,21152,2020-03-01,2020-10,UT
Vermont,2020,10,NA,3.89315,NA,NA,NA,NA,NA,NA,188,16,4829,2020-03-01,2020-10,VT
Virginia,2020,10,NA,7.1582,NA,NA,NA,NA,NA,NA,7896,162,110307,2020-03-01,2020-10,VA
Washington,2020,10,NA,6.8536,NA,NA,NA,NA,NA,NA,1403,55,20471,2020-03-01,2020-10,WA
West Virginia,2020,10,NA,5.79525,NA,NA,NA,NA,NA,NA,955,46,16479,2020-03-01,2020-10,WV
Wisconsin,2020,10,NA,4.5701,NA,NA,NA,NA,NA,NA,1273,45,27855,2020-03-01,2020-10,WI
Wyoming,2020,10,NA,2.16795,NA,NA,NA,NA,NA,NA,79,15,3644,2020-03-01,2020-10,WY
Commonwealth of the Northern Mariana Islands,2020,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-01,2020-10,NA
Puerto Rico,2020,10,NA,11.3411,NA,NA,NA,NA,NA,NA,400,8,3527,2020-03-01,2020-10,PR
Virgin Islands,2020,10,NA,2.8065,NA,NA,NA,NA,NA,NA,19,3,677,2020-03-01,2020-10,VI
New York City,2020,10,NA,4.88147,NA,NA,NA,NA,NA,NA,4623,68,94705,2020-03-01,2020-10,NA
Alabama,2020,11,NA,6.10561,NA,NA,NA,NA,NA,NA,2968,97,48611,2020-03-08,2020-11,AL
Alaska,2020,11,NA,3.04544,NA,NA,NA,NA,NA,NA,128,16,4203,2020-03-08,2020-11,AK
Arizona,2020,11,NA,2.98042,NA,NA,NA,NA,NA,NA,411,27,13790,2020-03-08,2020-11,AZ
Arkansas,2020,11,NA,2.57669,NA,NA,NA,NA,NA,NA,84,10,3260,2020-03-08,2020-11,AR
California,2020,11,NA,4.32498,NA,NA,NA,NA,NA,NA,2313,100,53480,2020-03-08,2020-11,CA
Colorado,2020,11,NA,7.64807,NA,NA,NA,NA,NA,NA,2793,68,36519,2020-03-08,2020-11,CO
Connecticut,2020,11,NA,7.01852,NA,NA,NA,NA,NA,NA,2641,77,37629,2020-03-08,2020-11,CT
Delaware,2020,11,NA,2.27894,NA,NA,NA,NA,NA,NA,25,7,1097,2020-03-08,2020-11,DE
District of Columbia,2020,11,NA,3.92842,NA,NA,NA,NA,NA,NA,551,4,14026,2020-03-08,2020-11,DC
Florida,2020,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-08,2020-11,FL
Georgia,2020,11,NA,8.06111,NA,NA,NA,NA,NA,NA,6564,98,81428,2020-03-08,2020-11,GA
Hawaii,2020,11,NA,4.05201,NA,NA,NA,NA,NA,NA,134,21,3307,2020-03-08,2020-11,HI
Idaho,2020,11,NA,2.7761,NA,NA,NA,NA,NA,NA,46,7,1657,2020-03-08,2020-11,ID
Illinois,2020,11,NA,6.23624,NA,NA,NA,NA,NA,NA,5327,185,85420,2020-03-08,2020-11,IL
Indiana,2020,11,NA,3.8497,NA,NA,NA,NA,NA,NA,167,23,4338,2020-03-08,2020-11,IN
Iowa,2020,11,NA,3.68593,NA,NA,NA,NA,NA,NA,169,16,4585,2020-03-08,2020-11,IA
Kansas,2020,11,NA,5.9087,NA,NA,NA,NA,NA,NA,818,31,13844,2020-03-08,2020-11,KS
Kentucky,2020,11,NA,7.14654,NA,NA,NA,NA,NA,NA,831,34,11628,2020-03-08,2020-11,KY
Louisiana,2020,11,NA,11.2257,NA,NA,NA,NA,NA,NA,5488,97,48888,2020-03-08,2020-11,LA
Maine,2020,11,NA,5.05677,NA,NA,NA,NA,NA,NA,766,51,15148,2020-03-08,2020-11,ME
Maryland,2020,11,NA,6.61422,NA,NA,NA,NA,NA,NA,3447,74,52115,2020-03-08,2020-11,MD
Massachusetts,2020,11,NA,4.64226,NA,NA,NA,NA,NA,NA,2461,71,53013,2020-03-08,2020-11,MA
Michigan,2020,11,NA,3.52449,NA,NA,NA,NA,NA,NA,531,77,15066,2020-03-08,2020-11,MI
Minnesota,2020,11,NA,6.16032,NA,NA,NA,NA,NA,NA,249,17,4042,2020-03-08,2020-11,MN
Mississippi,2020,11,NA,5.88081,NA,NA,NA,NA,NA,NA,674,38,11461,2020-03-08,2020-11,MS
Missouri,2020,11,NA,8.39276,NA,NA,NA,NA,NA,NA,153,12,1823,2020-03-08,2020-11,MO
Montana,2020,11,NA,4.87274,NA,NA,NA,NA,NA,NA,515,38,10569,2020-03-08,2020-11,MT
Nebraska,2020,11,NA,5.72947,NA,NA,NA,NA,NA,NA,679,64,11851,2020-03-08,2020-11,NE
Nevada,2020,11,NA,2.82223,NA,NA,NA,NA,NA,NA,321,28,11374,2020-03-08,2020-11,NV
New Hampshire,2020,11,NA,1.79856,NA,NA,NA,NA,NA,NA,30,11,1668,2020-03-08,2020-11,NH
New Jersey,2020,11,NA,8.69234,NA,NA,NA,NA,NA,NA,2855,45,32845,2020-03-08,2020-11,NJ
New Mexico,2020,11,NA,5.56606,NA,NA,NA,NA,NA,NA,1442,49,25907,2020-03-08,2020-11,NM
New York,2020,11,NA,6.12202,NA,NA,NA,NA,NA,NA,3184,126,52009,2020-03-08,2020-11,NY
North Carolina,2020,11,NA,4.77454,NA,NA,NA,NA,NA,NA,5074,155,106272,2020-03-08,2020-11,NC
North Dakota,2020,11,NA,5.69826,NA,NA,NA,NA,NA,NA,193,11,3387,2020-03-08,2020-11,ND
Ohio,2020,11,NA,2.89562,NA,NA,NA,NA,NA,NA,415,41,14332,2020-03-08,2020-11,OH
Oklahoma,2020,11,NA,7.91248,NA,NA,NA,NA,NA,NA,669,25,8455,2020-03-08,2020-11,OK
Oregon,2020,11,NA,5.90086,NA,NA,NA,NA,NA,NA,2569,98,43536,2020-03-08,2020-11,OR
Pennsylvania,2020,11,NA,5.07402,NA,NA,NA,NA,NA,NA,3280,121,64643,2020-03-08,2020-11,PA
Rhode Island,2020,11,NA,3.03293,NA,NA,NA,NA,NA,NA,105,18,3462,2020-03-08,2020-11,RI
South Carolina,2020,11,NA,9.62087,NA,NA,NA,NA,NA,NA,1147,24,11922,2020-03-08,2020-11,SC
South Dakota,2020,11,NA,3.2967,NA,NA,NA,NA,NA,NA,318,31,9646,2020-03-08,2020-11,SD
Tennessee,2020,11,NA,7.06301,NA,NA,NA,NA,NA,NA,2856,80,40436,2020-03-08,2020-11,TN
Texas,2020,11,NA,6.9676,NA,NA,NA,NA,NA,NA,1789,108,25676,2020-03-08,2020-11,TX
Utah,2020,11,NA,5.95654,NA,NA,NA,NA,NA,NA,1228,51,20616,2020-03-08,2020-11,UT
Vermont,2020,11,NA,4.28068,NA,NA,NA,NA,NA,NA,158,15,3691,2020-03-08,2020-11,VT
Virginia,2020,11,NA,8.19195,NA,NA,NA,NA,NA,NA,8923,163,108924,2020-03-08,2020-11,VA
Washington,2020,11,NA,6.75079,NA,NA,NA,NA,NA,NA,1268,54,18783,2020-03-08,2020-11,WA
West Virginia,2020,11,NA,4.6715,NA,NA,NA,NA,NA,NA,721,44,15434,2020-03-08,2020-11,WV
Wisconsin,2020,11,NA,5.72254,NA,NA,NA,NA,NA,NA,1584,45,27680,2020-03-08,2020-11,WI
Wyoming,2020,11,NA,2.947,NA,NA,NA,NA,NA,NA,119,16,4038,2020-03-08,2020-11,WY
Commonwealth of the Northern Mariana Islands,2020,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-08,2020-11,NA
Puerto Rico,2020,11,NA,10.7119,NA,NA,NA,NA,NA,NA,316,8,2950,2020-03-08,2020-11,PR
Virgin Islands,2020,11,NA,1.90736,NA,NA,NA,NA,NA,NA,14,3,734,2020-03-08,2020-11,VI
New York City,2020,11,NA,7.22505,NA,NA,NA,NA,NA,NA,7258,68,100456,2020-03-08,2020-11,NA
Alabama,2020,12,NA,6.64586,NA,NA,NA,NA,NA,NA,2427,94,36519,2020-03-15,2020-12,AL
Alaska,2020,12,NA,3.76502,NA,NA,NA,NA,NA,NA,141,15,3745,2020-03-15,2020-12,AK
Arizona,2020,12,NA,3.75402,NA,NA,NA,NA,NA,NA,362,25,9643,2020-03-15,2020-12,AZ
Arkansas,2020,12,NA,2.72685,NA,NA,NA,NA,NA,NA,58,9,2127,2020-03-15,2020-12,AR
California,2020,12,NA,4.97,NA,NA,NA,NA,NA,NA,1458,93,29336,2020-03-15,2020-12,CA
Colorado,2020,12,NA,6.94015,NA,NA,NA,NA,NA,NA,1504,68,21671,2020-03-15,2020-12,CO
Connecticut,2020,12,NA,7.41696,NA,NA,NA,NA,NA,NA,1956,79,26372,2020-03-15,2020-12,CT
Delaware,2020,12,NA,3.38346,NA,NA,NA,NA,NA,NA,27,7,798,2020-03-15,2020-12,DE
District of Columbia,2020,12,NA,4.89374,NA,NA,NA,NA,NA,NA,426,4,8705,2020-03-15,2020-12,DC
Florida,2020,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-15,2020-12,FL
Georgia,2020,12,NA,9.03353,NA,NA,NA,NA,NA,NA,5839,96,64637,2020-03-15,2020-12,GA
Hawaii,2020,12,NA,3.99511,NA,NA,NA,NA,NA,NA,98,21,2453,2020-03-15,2020-12,HI
Idaho,2020,12,NA,3.15457,NA,NA,NA,NA,NA,NA,40,6,1268,2020-03-15,2020-12,ID
Illinois,2020,12,NA,7.0929,NA,NA,NA,NA,NA,NA,4706,189,66348,2020-03-15,2020-12,IL
Indiana,2020,12,NA,4.40529,NA,NA,NA,NA,NA,NA,120,24,2724,2020-03-15,2020-12,IN
Iowa,2020,12,NA,2.55396,NA,NA,NA,NA,NA,NA,71,16,2780,2020-03-15,2020-12,IA
Kansas,2020,12,NA,7.24558,NA,NA,NA,NA,NA,NA,791,27,10917,2020-03-15,2020-12,KS
Kentucky,2020,12,NA,5.28593,NA,NA,NA,NA,NA,NA,391,32,7397,2020-03-15,2020-12,KY
Louisiana,2020,12,NA,13.4665,NA,NA,NA,NA,NA,NA,5340,98,39654,2020-03-15,2020-12,LA
Maine,2020,12,NA,6.73627,NA,NA,NA,NA,NA,NA,742,51,11015,2020-03-15,2020-12,ME
Maryland,2020,12,NA,8.07718,NA,NA,NA,NA,NA,NA,2993,72,37055,2020-03-15,2020-12,MD
Massachusetts,2020,12,NA,6.65517,NA,NA,NA,NA,NA,NA,2123,70,31900,2020-03-15,2020-12,MA
Michigan,2020,12,NA,2.54229,NA,NA,NA,NA,NA,NA,260,77,10227,2020-03-15,2020-12,MI
Minnesota,2020,12,NA,4.0637,NA,NA,NA,NA,NA,NA,148,16,3642,2020-03-15,2020-12,MN
Mississippi,2020,12,NA,5.96725,NA,NA,NA,NA,NA,NA,583,37,9770,2020-03-15,2020-12,MS
Missouri,2020,12,NA,7.02314,NA,NA,NA,NA,NA,NA,88,12,1253,2020-03-15,2020-12,MO
Montana,2020,12,NA,4.54203,NA,NA,NA,NA,NA,NA,362,37,7970,2020-03-15,2020-12,MT
Nebraska,2020,12,NA,5.75028,NA,NA,NA,NA,NA,NA,566,65,9843,2020-03-15,2020-12,NE
Nevada,2020,12,NA,2.31924,NA,NA,NA,NA,NA,NA,204,26,8796,2020-03-15,2020-12,NV
New Hampshire,2020,12,NA,1.35135,NA,NA,NA,NA,NA,NA,18,10,1332,2020-03-15,2020-12,NH
New Jersey,2020,12,NA,13.0543,NA,NA,NA,NA,NA,NA,3147,43,24107,2020-03-15,2020-12,NJ
New Mexico,2020,12,NA,5.81922,NA,NA,NA,NA,NA,NA,1144,44,19659,2020-03-15,2020-12,NM
New York,2020,12,NA,7.93528,NA,NA,NA,NA,NA,NA,3281,126,41347,2020-03-15,2020-12,NY
North Carolina,2020,12,NA,5.13363,NA,NA,NA,NA,NA,NA,4347,155,84677,2020-03-15,2020-12,NC
North Dakota,2020,12,NA,7.45987,NA,NA,NA,NA,NA,NA,237,12,3177,2020-03-15,2020-12,ND
Ohio,2020,12,NA,3.14887,NA,NA,NA,NA,NA,NA,268,40,8511,2020-03-15,2020-12,OH
Oklahoma,2020,12,NA,8.41655,NA,NA,NA,NA,NA,NA,590,25,7010,2020-03-15,2020-12,OK
Oregon,2020,12,NA,6.72376,NA,NA,NA,NA,NA,NA,2277,97,33865,2020-03-15,2020-12,OR
Pennsylvania,2020,12,NA,6.57793,NA,NA,NA,NA,NA,NA,3400,125,51688,2020-03-15,2020-12,PA
Rhode Island,2020,12,NA,1.39665,NA,NA,NA,NA,NA,NA,30,17,2148,2020-03-15,2020-12,RI
South Carolina,2020,12,NA,9.82817,NA,NA,NA,NA,NA,NA,898,23,9137,2020-03-15,2020-12,SC
South Dakota,2020,12,NA,3.27397,NA,NA,NA,NA,NA,NA,250,32,7636,2020-03-15,2020-12,SD
Tennessee,2020,12,NA,7.4306,NA,NA,NA,NA,NA,NA,2610,85,35125,2020-03-15,2020-12,TN
Texas,2020,12,NA,8.17144,NA,NA,NA,NA,NA,NA,1918,101,23472,2020-03-15,2020-12,TX
Utah,2020,12,NA,6.33739,NA,NA,NA,NA,NA,NA,979,51,15448,2020-03-15,2020-12,UT
Vermont,2020,12,NA,4.81125,NA,NA,NA,NA,NA,NA,130,15,2702,2020-03-15,2020-12,VT
Virginia,2020,12,NA,7.37984,NA,NA,NA,NA,NA,NA,5968,163,80869,2020-03-15,2020-12,VA
Washington,2020,12,NA,6.23081,NA,NA,NA,NA,NA,NA,954,52,15311,2020-03-15,2020-12,WA
West Virginia,2020,12,NA,4.10932,NA,NA,NA,NA,NA,NA,424,42,10318,2020-03-15,2020-12,WV
Wisconsin,2020,12,NA,6.26675,NA,NA,NA,NA,NA,NA,1263,44,20154,2020-03-15,2020-12,WI
Wyoming,2020,12,NA,4.70542,NA,NA,NA,NA,NA,NA,119,14,2529,2020-03-15,2020-12,WY
Commonwealth of the Northern Mariana Islands,2020,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-15,2020-12,NA
Puerto Rico,2020,12,NA,15.4628,NA,NA,NA,NA,NA,NA,137,6,886,2020-03-15,2020-12,PR
Virgin Islands,2020,12,NA,1.89873,NA,NA,NA,NA,NA,NA,6,2,316,2020-03-15,2020-12,VI
New York City,2020,12,NA,12.0428,NA,NA,NA,NA,NA,NA,9900,60,82207,2020-03-15,2020-12,NA
Alabama,2020,13,NA,4.64715,NA,NA,NA,NA,NA,NA,1319,93,28383,2020-03-22,2020-13,AL
Alaska,2020,13,NA,2.50181,NA,NA,NA,NA,NA,NA,69,15,2758,2020-03-22,2020-13,AK
Arizona,2020,13,NA,3.11033,NA,NA,NA,NA,NA,NA,212,22,6816,2020-03-22,2020-13,AZ
Arkansas,2020,13,NA,3.21262,NA,NA,NA,NA,NA,NA,55,10,1712,2020-03-22,2020-13,AR
California,2020,13,NA,3.658,NA,NA,NA,NA,NA,NA,1082,91,29579,2020-03-22,2020-13,CA
Colorado,2020,13,NA,4.46775,NA,NA,NA,NA,NA,NA,656,62,14683,2020-03-22,2020-13,CO
Connecticut,2020,13,NA,7.17054,NA,NA,NA,NA,NA,NA,1517,75,21156,2020-03-22,2020-13,CT
Delaware,2020,13,NA,0.595238,NA,NA,NA,NA,NA,NA,3,7,504,2020-03-22,2020-13,DE
District of Columbia,2020,13,NA,5.2833,NA,NA,NA,NA,NA,NA,428,4,8101,2020-03-22,2020-13,DC
Florida,2020,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-22,2020-13,FL
Georgia,2020,13,NA,7.41979,NA,NA,NA,NA,NA,NA,3818,96,51457,2020-03-22,2020-13,GA
Hawaii,2020,13,NA,1.77244,NA,NA,NA,NA,NA,NA,31,21,1749,2020-03-22,2020-13,HI
Idaho,2020,13,NA,4.25056,NA,NA,NA,NA,NA,NA,38,5,894,2020-03-22,2020-13,ID
Illinois,2020,13,NA,5.09059,NA,NA,NA,NA,NA,NA,2630,185,51664,2020-03-22,2020-13,IL
Indiana,2020,13,NA,1.89673,NA,NA,NA,NA,NA,NA,36,23,1898,2020-03-22,2020-13,IN
Iowa,2020,13,NA,1.55844,NA,NA,NA,NA,NA,NA,36,16,2310,2020-03-22,2020-13,IA
Kansas,2020,13,NA,6.14107,NA,NA,NA,NA,NA,NA,525,24,8549,2020-03-22,2020-13,KS
Kentucky,2020,13,NA,3.07601,NA,NA,NA,NA,NA,NA,155,33,5039,2020-03-22,2020-13,KY
Louisiana,2020,13,NA,12.2462,NA,NA,NA,NA,NA,NA,4005,98,32704,2020-03-22,2020-13,LA
Maine,2020,13,NA,2.84226,NA,NA,NA,NA,NA,NA,251,50,8831,2020-03-22,2020-13,ME
Maryland,2020,13,NA,6.72999,NA,NA,NA,NA,NA,NA,2083,64,30951,2020-03-22,2020-13,MD
